,Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,Vosk ASR
402,424,Of course I am. I just have to make a call.,Ross,surprise,positive,36,6,3,21,"00:15:40,856","00:15:45,109",of course are youi just have to make a call
403,425,Okay.,Rachel,neutral,neutral,36,7,3,21,"0:15:45,319","0:15:46,154",okay
404,426,Okay?,Ross,neutral,neutral,36,8,3,21,"0:15:46,154","0:15:46,454",
405,427,Thank you.  Oww!!!! God!,Rachel,surprise,negative,36,9,3,21,"00:15:46,570","00:15:53,368",
406,428,"What?! I wh-, whats wrong?",Ross,fear,negative,36,10,3,21,"00:15:53,535","00:15:54,661",and what's wrong
407,429,"Im sorry, I just cant go to the hospital lookin like this.",Rachel,disgust,negative,36,11,3,21,"00:15:54,828","00:15:58,498",sorry i just can't go to the hospital looking like this
408,430,"Pete Becker is circling the ring now. It looks like, hes just trying to feel him out. Oh, Bruiser is just...",TV Announcer,neutral,neutral,37,0,3,24,"00:21:57,065","00:22:03,237",now looks like he's just trying to feel about oh rules that is drawn to
409,431,"Run! Run you crazy, rich freak!",Chandler,fear,negative,37,1,3,24,"00:22:03,488","00:22:06,157",the on you crazy rich freak
410,432,"Oh, I cant watch this.",Rachel,fear,negative,37,2,3,24,"00:22:07,826","00:22:09,076",
411,433,"Check it out, hes winning!  Petes winning!",Joey,surprise,positive,37,3,3,24,"00:22:09,369","00:22:10,995",that wouldn't be women
412,434,Really?!,Monica,surprise,positive,37,4,3,24,"0:22:11,246","0:22:12,838",oh
413,435,No-o-o!!,Joey,fear,negative,37,5,3,24,"0:22:12,838","0:22:13,295",
414,436,"Uh-oh, Bruiser has Becker on the canvas and is going for his favourite area.",TV Announcer,fear,negative,37,6,3,24,"00:22:15,751","00:22:20,171",please as better on the canvas that is going for his favorite area
415,437,Oh! Oh!,All,disgust,negative,37,7,3,24,"00:22:20,422","00:22:21,672",
416,438,"Wait, if thats his favourite area, why is he being so mean to it?",Phoebe,surprise,negative,37,8,3,24,"00:22:21,961","00:22:25,926",do it
417,439,"Well, this is ironic.",Ross,surprise,negative,37,9,3,24,"00:22:26,595","00:22:27,845",right
418,440,"Of your last two boyfriends, Richard didnt want to have kids, and from the looks of it, now Pete cant.",Ross,neutral,neutral,37,10,3,24,"00:22:28,096","00:22:33,601",the last two boyfriends which we didn't wanna have kids and from the looks of it now pete can't
419,441,"Dude, you dont have to brag! We got nothing here!!",Joey,anger,negative,38,0,4,2,"00:21:29,705","00:21:33,165",dude you don't have to brag we got nothing here
420,442,Should we tell Rachel theres an empty private room right next door to hers?,Chandler,neutral,neutral,39,0,8,24,"00:01:07,013","00:01:10,808",we tell rachel is an empty private room right next orders
421,443,"We could, or we can have sex in it.",Monica,joy,positive,39,1,8,24,"00:01:11,851","00:01:15,104",we could are we can have sex in it
422,444,"Well let me think about that, while I remove my pants!",Chandler,joy,positive,39,2,8,24,"00:01:16,439","00:01:19,484",i think that that while i removed my camps
423,445,I thought I was a complete idiot.,Rachel,surprise,positive,40,0,8,5,"00:06:37,605","00:06:40,857",the photo is a complete idiots they i'm with you
424,446,"Hey, Im with you. He even asked me if I thought youd go out with him.",Joey,neutral,neutral,40,1,8,5,"00:06:37,605","00:06:45,570",the photo is a complete idiots idiot i'm with youeven ask me about that you'd go out with them
425,447,"Oh! Oh, I think Im gonna throw up a little bit. What did you say?",Rachel,disgust,negative,40,2,8,5,"00:06:45,822","00:06:50,575",i think i'm a throw blow thatwhat did you say said no
426,448,I said no.,Joey,neutral,neutral,40,3,8,5,"0:06:48,366","0:06:50,008",what did you say said no
427,449,What?!,Rachel,surprise,positive,40,4,8,5,"0:06:50,008","0:06:50,628",
428,450,What? II just figured since youre pregnant youre not gonna be seeing people.,Joey,surprise,negative,40,5,8,5,"00:06:50,743","00:06:56,706",whatwhat i just figured since you're pregnant you're not going to be seen people
429,451,"Okay Joey, first of all Kash Ford is not people. Second of all, what did he say when you told him I was pregnant?",Rachel,anger,negative,40,6,8,5,"00:06:56,874","00:06:58,750",joey
430,452,I didnt tell him. I didnt know if you were telling people. This is back when I thought Kash was still people.,Joey,neutral,neutral,40,7,8,5,"00:07:06,551","00:07:12,431",i didn't on and enough you tell people this back when i thought cash still people
431,453,"Good-good, dont tell him. Dont tell him. Just have him call me okay?",Rachel,fear,negative,40,8,8,5,"0:07:12,598","0:07:14,851",the don't tell jumped on just him call me gay
432,454,"Rach look, I really dont think thats such a great",Joey,sadness,negative,40,9,8,5,"0:07:14,851","0:07:16,450",rage because i really don't think that such
433,455,"Okay, you go do it! Ill come back to that set! Ill meet more actors! Ill meet em all!",Rachel,joy,positive,40,10,8,5,"00:07:16,561","00:07:21,273",you can't do it to i'll come back to that set i will meet more actors aren't me to more your
434,456,"Ohh, here you are. I was looking for you before. Joshuas gone so you and Emily are free to go.",Rachel,neutral,neutral,41,0,4,16,"00:18:06,543","00:18:12,548",oh you aresure joshua is gone for you and emily are free to go
435,457,Thats okay.,Ross,neutral,neutral,41,1,4,16,"00:18:12,966","00:18:14,467",okay
436,458,"Shes still in there enjoying her fake party and uh, its too late to do any of the things I had planned, so",Ross,neutral,neutral,41,2,4,16,"00:18:14,927","00:18:21,808",she's still in there enjoying her fake party andit's too late to do any the stuff i had plans so
437,459,Ah! Ah! I forgot my jacket!,Ross,anger,negative,42,0,5,1,"00:21:09,768","00:21:11,769",the my five religion
438,461,You tell them to wait!,Ross,anger,negative,42,1,5,1,"00:21:11,937","00:21:14,230",what we begin until them the way of
439,462,Okay. Wait! Wait!,Rachel,neutral,neutral,42,2,5,1,"00:21:13,230","00:21:16,482",okaythe rights of others
440,463,Emily.,Ross,neutral,neutral,42,3,5,1,"00:21:21,154","00:21:23,155",emily
441,464,Oh no-no-no! Oh-no!  No! No! Emily!,Ross,anger,negative,42,4,5,1,"00:21:28,036","00:21:34,709",new new newno
442,465,Hey. Call me when you get there. Okay?,Monica,neutral,neutral,43,0,6,6,"00:19:41,346","00:19:43,431",when you get their okay
443,466,Okay.,Rachel,neutral,neutral,43,1,6,6,"00:19:42,431","00:19:43,431",okay
444,467,I know. You're the guy who wouldn't chip in for the handyman.,The Hot Girl,sadness,negative,44,0,5,17,"00:13:12,416","00:13:15,835",i know you're the guy who wouldn't have been to the handyman
445,468,Nevermind!,Ross,anger,negative,44,1,5,17,"00:13:17,630","00:13:18,922",never mind
446,469,"No, I-I actually thought it was unfair the way everyone reacted. I mean you had just moved in.",The Hot Girl,neutral,neutral,44,2,5,17,"00:13:19,757","00:13:25,637",i was really unfair the way and run reactedwhen you had just moved in
447,471,Jen.,The Hot Girl,neutral,neutral,44,3,5,17,"00:13:33,229","00:13:34,854",gem gem
448,472,"Jen, I know this may sound a little But uh, would you maybe wanna grab a cup of coffee sometime, or",Ross,neutral,neutral,44,4,5,17,"00:13:33,229","00:13:44,239",gem gemi know this may sound a littlewould you make me wanna grab a cup of coffee sometime
449,473,Sure! That would be nice.,Jen,joy,positive,44,5,5,17,"00:13:45,366","00:13:47,116",sure that would be nice
450,474,Umm?,Ross,neutral,neutral,44,6,5,17,"00:13:47,827","00:13:48,868",oh no
451,475,Oh! My number is on there.  Give me a call.,Jen,joy,positive,44,7,5,17,"00:13:49,537","00:13:52,622",the numbers on therecough
452,476,I will give you a call.,Ross,neutral,neutral,44,8,5,17,"00:13:52,832","00:13:54,916",the will give you a cock
453,477,I'll see you later.,Jen,neutral,neutral,44,9,5,17,"0:13:55,084","0:13:56,046",later
454,478,Okay!,Ross,joy,positive,44,10,5,17,"0:13:56,046","0:13:57,005",okay
455,479,I forgot my paper.,Jen,neutral,neutral,44,11,5,17,"00:14:02,132","00:14:04,259",my paper
456,480,"Here we go. Okay, brace yourselves.",Chandler,neutral,neutral,45,0,3,17,"00:08:52,198","00:08:55,283",the realitycambridge satellite
457,481,What?,Monica,neutral,neutral,45,1,3,17,"00:08:53,658","00:08:55,283",cambridge like
458,482,Okay.,Rachel,neutral,neutral,45,2,3,17,"0:08:56,827","0:08:57,389",
459,483,Ow!,Monica,surprise,positive,45,3,3,17,"0:08:57,389","0:08:58,641",
460,484,Arent you gonna go?,Phoebe,neutral,neutral,45,4,3,17,"0:09:04,961","0:09:05,733",
461,485,No. Thank you.,Rachel,neutral,neutral,45,5,3,17,"0:09:05,733","0:09:06,967",no thank you
462,486,"No, Rachel never pees in public restrooms.",Monica,neutral,neutral,45,6,3,17,"00:09:07,129","00:09:09,839",rachel ever peace and public restrooms
463,487,"Well, they never have any paper in there y'know. So my rule is no tissue, no tuschy.  Well, if everybodys going.",Rachel,neutral,neutral,45,7,3,17,"00:09:10,591","00:09:24,479",well they never have any paper in their rulings and tissue not pushywell if everybody's going
464,488,"No, y'know what dont close it  cause the... keys...are in there.",Phoebe,neutral,neutral,45,8,3,17,"00:09:25,606","00:09:27,983",
465,489,"Oh, no-no-no-no-no-no!!",Chandler,fear,negative,45,9,3,17,"00:09:28,192","00:09:29,568",
466,490,Whats going on?,Joey,neutral,neutral,45,10,3,17,"0:09:30,152","0:09:30,820",
467,491,My lighters in there!,Chandler,fear,negative,45,11,3,17,"0:09:30,820","0:09:32,729",one wonders in it
468,492,I promise.,Rachel,neutral,neutral,46,0,3,8,"00:02:31,442","00:02:32,484",that thomas
469,493,"Although, dont feel like you cant visit.",Phoebe,neutral,neutral,46,1,3,8,"00:02:32,652","00:02:34,570",don't feel like you can't visit
470,494,"Hey, is, is, is Chandler here?",Joey,neutral,neutral,46,2,3,8,"00:02:37,240","00:02:39,700",it is channeling here
471,495,"No, no hes not.",Ross,neutral,neutral,46,3,3,8,"00:02:41,119","00:02:42,452",the no no he's not
472,496,"You guys, Joey just saw Janice kissing her ex-husband.",Monica,surprise,negative,46,4,3,8,"00:02:43,955","00:02:48,584",shall we just saw janice kissing her ex husband
473,497,"What?  So what are you going to do? I mean how, how are you going to tell Chandler?",Ross,surprise,negative,46,5,3,8,"00:02:48,793","00:02:53,213",oh so what are you going to do we how are you going to tell chandler
474,498,"Well, I was thinking about that and I, I think the best way would be, to not.",Joey,neutral,neutral,46,6,3,8,"00:02:53,381","00:02:57,843",i was thinking about that night and i think the best way would be to not
475,499,"Joey, you cant keep this to yourself, if you know about this, you have to tell him.",Rachel,neutral,neutral,46,7,3,8,"00:02:58,761","00:03:02,214",you can't keep yourself if you know about this you have to tell him
476,500,"Itll kill him. I mean itll, itll just kill him.",Joey,fear,negative,46,8,3,8,"00:03:02,182","00:03:04,474",they don't kill on my mean it it'll just film
477,501,"Well, you could wait til I go to the dentist, maybe",Phoebe,neutral,neutral,46,9,3,8,"00:03:04,642","00:03:07,519",wait so i go to the dentist maybe i'll kill him
478,504,"Hey, what are you doing here?",Carol,neutral,neutral,47,0,3,17,"00:12:05,599","00:12:07,642",hi
479,505,"Well, oh just ah, I was just wondering, when you and I split up, did you get the tape that was half the last episode of",Ross,neutral,neutral,47,1,3,17,"00:12:07,893","00:12:14,524",i was just wondering when you and i split up did you get the tape that was i'm half the last episode of
480,506,"Ah yeah, but now its Susan and me in Mexico and the hostages coming home.",Carol,neutral,neutral,47,2,3,17,"00:12:18,362","00:12:22,031",how it's isn't a me in mexico and the hostages coming home
481,507,Wheres Ben?,Ross,neutral,neutral,47,3,3,17,"00:12:22,491","00:12:23,533",we have
482,508,Hes sleeping.,Carol,neutral,neutral,47,4,3,17,"00:12:23,743","00:12:24,993",
483,509,"Ahh.  Ooh, is this a ah, is this a bad time?",Ross,surprise,positive,47,5,3,17,"00:12:24,000","00:12:29,122",the say as his bedtime
484,510,"Umm, yeah, actually, Susans gonna be home any minute, its kinda an anniversary.",Carol,joy,positive,47,6,3,17,"00:12:29,373","00:12:34,544",the actually season going to be here any minute it's some kind of an anniversary oh
485,511,"Oh! I thought you guys got married in uh, January?",Ross,surprise,negative,47,7,3,17,"00:12:34,712","00:12:37,172",the thought you guys got married in the january
486,512,Its not that kind of anniversary.,Carol,neutral,neutral,47,8,3,17,"00:12:37,381","00:12:39,090",
487,513,Ah!  Oh.,Ross,surprise,negative,47,9,3,17,"00:12:39,300","00:12:42,242",oh
488,514,Sooo!! Anyway...,Carol,neutral,neutral,47,10,3,17,"00:12:42,939","00:12:45,638",anyway
489,515,Where are we gonna find a tiny little hat?,Monica,neutral,neutral,48,0,3,8,"00:06:08,284","00:06:13,121",where we're going to find a tiny little hat
490,516,"Oh, oh, oh, Ill get Rainy Day Bear!!",Rachel,joy,positive,48,1,3,8,"00:06:13,289","00:06:14,956",there
491,517,"Because hell know what to do?  Oh my God, youre a genius!",Monica,joy,positive,48,2,3,8,"00:06:15,124","00:06:19,378",because you'll know what to dogot ya
492,518,"Oh God, oh God, its sowed on though.",Rachel,fear,negative,48,3,3,8,"00:06:19,545","00:06:21,463",
493,519,Give it. Give it.,Monica,neutral,neutral,48,4,3,8,"00:06:21,631","00:06:23,090",you have it
494,520,Okay.,Rachel,neutral,neutral,48,5,3,8,"00:06:22,090","00:06:23,090",
495,521,Oh!!,Monica and Rachel,surprise,negative,48,6,3,8,"00:06:23,466","00:06:24,674",oh
496,522,"Oh, its just like a bloodbath in here today.",Rachel,sadness,negative,48,7,3,8,"00:06:27,303","00:06:30,806",susan
497,523,Please. This is so your fault.,Ross,anger,negative,49,0,1,23,"0:09:14,804","0:09:18,446",sleep so you're paul how how is this my fault
498,524,"How, how is this my fault?",Susan,surprise,negative,49,1,1,23,"0:09:18,446","0:09:18,602",
499,525,"Look, Carol never threw me out of a room before you came along.",Ross,anger,negative,49,2,1,23,"00:09:18,724","00:09:21,685",they'll never for me out of a room before you came along
500,526,"Yeah? Well, there's a lot of things Carol never did before I came along.",Susan,anger,negative,49,3,1,23,"00:09:21,894","00:09:25,480",well there's a lot of things carol never did before i came along
501,531,"Hey, hey, ok, all right, that's it!",Phoebe,anger,negative,49,6,1,23,"00:09:29,735","00:09:33,947",i think
502,532,Get in here.,Phoebe,anger,negative,49,7,1,23,"00:09:32,947","00:09:34,447",the
503,533,Come on.,Phoebe,neutral,neutral,49,8,1,23,"00:09:33,447","00:09:34,447",
504,534,"My god, you guys, I don't believe you.",Phoebe,anger,negative,49,9,1,23,"00:09:34,615","00:09:38,410",you
505,535,There are children coming into the world in this very building and your negative fighting noises are not the first thing they should be hearing.,Phoebe,anger,negative,49,10,1,23,"00:09:38,578","00:09:45,458",there are children coming into the world him it's very building a new negative biting noises are not the first thing they should be hearing
506,536,"So just stop all the yelling, just stop it!",Phoebe,anger,negative,49,11,1,23,"00:09:45,626","00:09:48,086",yeah i just
507,537,"Yeah, Susan.",Ross,neutral,neutral,49,12,1,23,"00:09:48,296","00:09:50,714",susan
508,538,"Don't make me do this again, I don't like my voice like this.",Phoebe,anger,negative,49,13,1,23,"00:09:50,881","00:09:54,593",don't make me do this again i don't like my voice like that
509,539,"Ok, who wants to hear something ironic?",Phoebe,neutral,neutral,49,14,1,23,"00:09:59,807","00:10:02,225",okayhere's hoping ironic
510,540,"Oh! Here it is!  Ooh, Joey! Why did you sign it, ""Son of a bitch?""",Phoebe,surprise,negative,50,0,6,22,"00:16:55,597","00:17:00,101",ohwhy did you sign of son of a bitch
511,541,I didnt do that! Who wouldve done that?!,Joey,surprise,negative,50,1,6,22,"0:17:03,439","0:17:05,671",i didn't do that who would have done that
512,542,Son of a bitch!,The Dry Cleaner,anger,negative,50,2,6,22,"0:17:05,671","0:17:06,747",the start of a bitch
513,543,"Okay, maybe ask this guy.",Phoebe,neutral,neutral,50,3,6,22,"00:17:07,317","00:17:09,527",okay maybe us this guy
514,544,"Oh, did I not mention? Carl is a guy I hired to be my identical twin for a medical research project.",Joey,neutral,neutral,51,0,6,17,"00:14:57,062","00:15:05,153",that are not mentioncarl is a guy i hired to be my identical twin for medical research project
515,545,"Yknow sometimes the good ideas are just right in front of you, arent they?",Chandler,joy,positive,51,1,6,17,"00:15:07,907","00:15:11,618",you know sometimes the good ideas are just right in front of our day
516,546,"Okay, I know it sounds crazy, but I think it might work. Yknow? The only problem is, Carls acting is",Joey,neutral,neutral,51,2,6,17,"00:15:11,785","00:15:16,998",i know it sounds crazy but i think it might work you know but only problem is cause acting as
517,547,The,Monica,neutral,neutral,51,3,6,17,"00:15:17,166","00:15:19,417",the only problem
518,548,"Yeah, hes the reason I didnt get that big",Joey,neutral,neutral,51,4,6,17,"00:15:20,169","00:15:23,963",he's the reason i don't get that big minute maid commercial couple years ago remember
519,549,"Hey, uh can I get a little piece of that cake?",Carl,neutral,neutral,51,5,6,17,"00:15:27,217","00:15:29,844",can i get little piece of cake
520,550,Pizza!! We like Pizza!! Get out!!!,Joey,anger,negative,51,6,6,17,"00:15:30,054","00:15:33,014",pizza we like pigs good
521,551,"Hey Monica, theres a customer who wants to complement the chef, should I let him in?",Waitress,neutral,neutral,52,0,6,24,"00:20:36,109","00:20:39,528",hey monica there's a customer wants to complement the show so i let him
522,552,"Sure, I love this part!",Monica,joy,positive,52,1,6,24,"00:20:39,696","00:20:42,073",sure i love this bar
523,553,Come on in.,Waitress,neutral,neutral,52,2,6,24,"00:20:42,741","00:20:45,159",the my namei
524,554,"Really? In the moment, I really wanted to kiss you too. In the moment.",Joey,joy,positive,53,0,6,10,"00:19:45,559","00:19:52,440",reallyin a moment i really want to see to random on
525,555,"In the moment, yeah.",Janine,neutral,neutral,53,1,6,10,"00:19:52,983","00:19:54,000",
526,556,But only in the moment. So do ya wanna kiss again?,Joey,joy,positive,53,2,6,10,"00:19:53,983","00:20:01,616",so do you livei kissing am
527,557,"Sure, New Years Eve is only two weeks away. Can you wait?",Janine,neutral,neutral,53,3,6,10,"00:20:02,451","00:20:06,996",sure new years eve is only two weeks awayanyway
528,558,No.,Joey,neutral,neutral,53,4,6,10,"00:20:07,456","00:20:08,873",now
529,559,Me neither.,Janine,neutral,neutral,53,5,6,10,"00:20:10,751","00:20:11,959",me neither
530,560,"3, 2,",Joey,neutral,neutral,53,6,6,10,"00:20:15,088","00:20:17,024",the
531,561,"Joey, you dont have to count down every time we kiss.",Janine,joy,positive,53,7,6,10,"00:20:18,175","00:20:20,468",you don't have to count on every time he kissed
532,562,"Uh, yeah, okay. Except I sorta felt like I needed a couple of seconds to get ready.",Joey,joy,positive,53,8,6,10,"00:20:20,719","00:20:28,684",okayseptembersort of felt like any other couples i can see around
533,565,Alright. Phoebe?,Monica,neutral,neutral,54,0,1,4,"0:00:03,420","0:00:04,382",leaving
534,566,"Okay, okay.",Phoebe,neutral,neutral,54,1,1,4,"0:00:04,382","0:00:05,298",okay
535,567,"If I were omnipotent for a day, I would want, um, world peace, no more hunger, good things for the rain-forest...And bigger boobs!",Phoebe,joy,positive,54,2,1,4,"00:00:05,422","00:00:15,556",if limited for a day i would wantworld peaceno more hungergood thanks for the rainforestand bigger boobs
536,568,"Yeah, see.. you took mine. Chandler, what about you?",Ross,neutral,neutral,54,3,1,4,"00:00:17,100","00:00:22,438",so you took minechina what about you
537,569,"Uh, if I were omnipotent for a day, I'd.. make myself omnipotent forever.",Chandler,neutral,neutral,54,4,1,4,"00:00:22,605","00:00:26,025",the omnipotent for a day i'd make myself i've never done for
538,570,"See, there's always one guy.  ""If I had a wish, I'd wish for three more wishes.""",Rachel,disgust,negative,54,5,1,4,"00:00:26,234","00:00:31,405",say there's always one guy vita where should we be three more weeks
539,571,"Hey Joey. Hi. Hey, buddy.",All,neutral,neutral,54,6,1,4,"00:00:34,075","00:00:35,534",the do
540,572,"Hey, Joey, what would you do if you were omnipotent?",Monica,neutral,neutral,54,7,1,4,"00:00:35,702","00:00:37,828",the enjoy what would you do if you're omnipotent
541,573,Probably kill myself!,Joey,sadness,negative,54,8,1,4,"00:00:38,538","00:00:40,831",kill myself
542,574,..Excuse me?,Monica,surprise,positive,54,9,1,4,"00:00:41,791","00:00:43,250",excuse me
543,575,"Hey, if Little Joey's dead, then I got no reason to live!",Joey,sadness,negative,54,10,1,4,"00:00:43,418","00:00:47,087",if little joe is dead that i got no reason
544,576,"Joey, uh-",Ross,surprise,positive,54,11,1,4,"00:00:49,090","00:00:51,383",joeythe protect
545,577,You,Joey,neutral,neutral,54,12,1,4,"00:00:53,094","00:00:55,054",you are
546,578,Im sorry.,Kate,sadness,negative,55,0,6,1,"00:03:46,100","00:03:48,769",joe am so sorry
547,579,"Joey, onstage!",Stage Manager,anger,negative,56,0,3,22,"00:19:48,103","00:19:50,354",joey onstage
548,580,Well can you at least stay to the end of the play?,Joey,sadness,negative,56,1,3,22,"00:19:51,106","00:19:53,274",kimi state of the end the play
549,581,"I mean, Ill go to the airport with ya, I-I wanna say good bye.",Joey,sadness,negative,56,2,3,22,"00:19:53,442","00:19:56,227",i mean i'll go to the airport with yeah i want to say goodbye
550,582,Where are you Vic?,Lauren,neutral,neutral,56,3,3,22,"00:19:56,445","00:19:58,362",
551,583,Flights in an hour. I-I gotta go.,Kate,sadness,negative,56,4,3,22,"00:19:58,530","00:20:00,698",i gotta go
552,584,Vic! Vic!,Lauren,anger,negative,56,5,3,22,"00:20:00,866","00:20:02,325",
553,585,In a minute!!,Joey,anger,negative,56,6,3,22,"00:20:05,454","00:20:07,455",i made it
554,586,So this is it? Victor?,Lauren,sadness,negative,56,7,3,22,"00:20:09,583","00:20:11,959",so this is it victor
555,587,"Yeah, I guess it is.",Joey,sadness,negative,56,8,3,22,"00:20:12,794","00:20:15,755",yeahi guess it is
556,588,"Listen, I ah, I gotta say good bye, and-and I gotta say it quick cause this is killing me.",Joey,sadness,negative,56,9,3,22,"00:20:21,970","00:20:28,643",listen i yeahi gotta say goodbye and and i gotta say a quick as this is killing me
557,589,"One thing you gotta know, is that I will never forget you.",Joey,sadness,negative,56,10,3,22,"00:20:29,311","00:20:33,898",one thing you gotta know is that i will never forget you
558,590,"But, youve got things you have to do now, and so do I.",Joey,sadness,negative,56,11,3,22,"00:20:34,149","00:20:39,320",that you got things you have to do nowso do i
559,591,"And so Im gonna get on this spaceship,  and Im gonna go to Blargon 7 in search of alternative fuels.",Joey,sadness,negative,56,12,3,22,"00:20:40,989","00:20:57,797",and soi'm going to get on a spaceshipand i'm going to go to blog on seven in search of alternative fuels either
560,592,"But when I return, 200 years from now, youll be long gone.",Joey,sadness,negative,56,13,3,22,"00:20:59,508","00:21:05,471",the when i return to hundred years from nowyou'll be longer
561,593,But I wont have aged at all.,Joey,neutral,neutral,56,14,3,22,"00:21:06,098","00:21:08,557",that i won't have aged at all
562,594,"So you tell your great-great-granddaughter to look me up, because Adrienne, baby, Im gonna want to meet her.",Joey,neutral,neutral,56,15,3,22,"00:21:11,823","00:21:26,534",so you tell your great great granddaughterto look me upbecause eighteenbabyi'm gonna want to meet her
563,595,"So long, Vic!",Lauren,sadness,negative,56,16,3,22,"00:21:34,293","00:21:36,585",
564,597,Nooo Way! The most romantic song ever is,Rachel,neutral,neutral,57,0,3,1,"00:01:14,616","00:01:18,994",no way most romantic song ever was the way we were
565,598,"See, I-I think that one that Elton John wrote for, um, that guy on",Phoebe,neutral,neutral,57,1,3,1,"00:01:19,162","00:01:24,333",the i think the one that don't john road for that guy and who's the bossthe
566,599,"What song was that, Pheebs?",Rachel,neutral,neutral,57,2,3,1,"00:01:26,336","00:01:28,295",what's wrong with that themes
567,600,Hi Monica!,Phoebe,joy,positive,57,3,3,1,"00:01:36,513","00:01:37,846",i
568,601,Hey Mon!,Ross,joy,positive,57,4,3,1,"0:01:38,014","0:01:38,807",
569,602,Hey Mon!,Rachel,joy,positive,57,5,3,1,"0:01:38,807","0:01:39,754",
570,603,"Oh my God, has she slept at all?",Phoebe,surprise,negative,57,6,3,1,"00:01:41,559","00:01:44,978",the nineshe slept at all no
571,604,Nope.,Ross,neutral,neutral,57,7,3,1,"00:01:43,144","00:01:44,978",she stopped at all no
572,605,"No, it's been three nights in a row.",Rachel,neutral,neutral,57,8,3,1,"00:01:45,146","00:01:47,064",no it's been three nights in a row
573,606,"Yeah, she finally stopped crying yesterday, but then she found one of Richard's cigar butts out on the terrace, so.",Ross,neutral,neutral,57,9,3,1,"00:01:47,232","00:01:52,361",she finally stop crying is today but then she may want to richard cigar but sat on the terrorists
574,607,"Oh, okay that explains it.",Phoebe,neutral,neutral,57,10,3,1,"00:01:52,529","00:01:56,949",okay that explains it i got a call at two in the morning
575,608,"I got a call at two in the morning, but all I could hear was, like, this high squeaky sound, so I thought okay its like a mouse or a opossum.",Phoebe,neutral,neutral,57,11,3,1,"00:01:52,529","00:02:02,204",okay that explains it i got a call at two in the morningand all i could hear was like this hi squeaky sounds like that oh okay so it's like a mouse a report them
576,609,But then I realized where would a mouse or a opossum get the money to make the phone call.,Phoebe,joy,positive,57,12,3,1,"00:02:03,873","00:02:11,421",i realize like okay wearing a mouser possum get the money to make the high
577,610,"So uh, man, are you gonna go to the play with me tonight?",Chandler,neutral,neutral,58,0,4,13,"00:05:01,050","00:05:03,552",so well managed to go see the play with mean right
578,611,"Yknow what, I dont know how comfortable I am going to see how hot the sex is between some guy and your girlfriend.",Ross,disgust,negative,58,1,4,13,"00:05:03,720","00:05:09,558",you know what i don't know how comfortable i am going to see how hot the sexes between some guy and you girl
579,612,"Yeah, I know but",Chandler,neutral,neutral,58,2,4,13,"0:05:10,143","0:05:11,575",yeah i know of going on
580,613,"Oh no-no-no, Im there.",Ross,neutral,neutral,58,3,4,13,"0:05:11,575","0:05:12,320",i'm there
581,614,Hey!,Monica,surprise,positive,58,4,4,13,"00:05:14,731","00:05:15,814",hey hey man
582,615,Hey Mon! Want some pancakes?,Joey,joy,positive,58,5,4,13,"00:05:14,731","00:05:18,150",hey hey man was a prank it you made pancakes
583,616,You made pancakes?,Monica,surprise,positive,58,6,4,13,"00:05:15,982","00:05:18,150",that's a pancake you made pancakes
584,617,Yep! Grab a plate.,Joey,joy,positive,58,7,4,13,"00:05:18,318","00:05:20,110",the feather play
585,619,"No-no, stay right there.  Gettin closer.",Joey,neutral,neutral,58,8,4,13,"00:05:21,988","00:05:27,784",then i was there eitherget closer
586,620,"Okay, okay, but dont worry, because we also have cereals, muffins, waffles,",Chandler,neutral,neutral,58,9,4,13,"00:05:29,537","00:05:33,749",okay okay but don't worry because we also have cereals muffins waffles and
587,621,"Listen also were uh, were watching the game here Saturday night, if people want to come over.",Joey,neutral,neutral,58,10,4,13,"00:05:39,589","00:05:42,674",this and also where i were watching the game has saturday night if people want to come on
588,622,Oh yeah!,Ross,joy,positive,58,11,4,13,"00:05:42,842","00:05:43,925",oh yeah
589,623,"Yes, if the foxhole was lined with sandwiches.",Chandler,neutral,neutral,59,0,5,20,"00:21:42,592","00:21:45,344",the foxhole was line with sandwiches
590,624,"Yeah, hero sandwiches.",Joey,neutral,neutral,59,1,5,20,"00:21:46,638","00:21:48,848",the a hero sandwiches
591,625,Well you all know that I'm a pacifist so I'm not interested in war in any way.,Phoebe,neutral,neutral,59,2,5,20,"00:21:51,310","00:21:55,813",now that i'm a pacifist so i'm not interested in war in any way
592,627,"When the revolution comes, I will have to destroy you all.",Phoebe,neutral,neutral,59,3,5,20,"00:21:56,064","00:21:59,358",but you know it when the revolution friends i will have to destroy you are
593,628,Not you Joey.,Phoebe,neutral,neutral,59,4,5,20,"00:22:00,569","00:22:01,861",that you too
594,629,Oh my good God.,Chandler,surprise,positive,60,0,6,17,"00:17:15,534","00:17:18,036",oh my good god
595,630,"Hey! Continuing the countdown of your favorite meals. Tonight, No. 3, macaroni and cheese with cut up hot dogs.",Monica,neutral,neutral,60,1,6,17,"00:17:18,871","00:17:30,798",continuing the clamp down of your favorite meals tonight number threemacaroni and cheese with cut up hot dogs
596,631,"Look, you have done enough! Okay? You have to stop this now.",Chandler,anger,negative,60,2,6,17,"00:17:32,551","00:17:36,012",that you have done enough okay you have to stop this now
